Date,BNP,Airbus,Deutsche,Enel,LVMH,Sanofi
1999-11-02,40.6,23.05,44.95,7.022,53.98,41.38
1999-11-03,41.23,22.61,46.27,7.02,55.52,42.42
1999-11-04,42.14,22.86,48.18,7.017,56.45,43.77
1999-11-05,41.01,22.76,47.7,7.01,57.5,46.11
1999-11-08,40.86,22.28,47.13,6.991,57.26,45.77
1999-11-09,41.66,22.21,48.69,6.988,56.74,44.77
1999-11-10,42.91,22.16,49.1,6.992,56.72,42.63
1999-11-11,44.26,22.09,50.82,6.988,56.87,43.48
1999-11-12,43.64,21.67,50.79,6.989,56.89,43.97
1999-11-15,44.36,21.02,51.77,7.002,57.05,44.07
1999-11-16,45.06,21.22,51.5,7.004,58.08,44.17
1999-11-17,43.97,21.16,51.18,7.1,59.03,42.78
1999-11-18,43.25,20.9,53.1,7.118,59.14,42.48
1999-11-19,43.88,20.57,55.3,7.09,59.86,41.98
1999-11-22,43.11,20.48,54.3,7.028,58.92,40.69
1999-11-23,43.4,20.67,54.8,7.025,58.85,40.69
1999-11-24,42.5,20.67,54.2,7.069,58.98,41.0
1999-11-25,43.28,20.77,57.65,7.13,59.16,42.15
1999-11-26,42.91,20.15,58.7,7.087,59.17,41.01
1999-11-29,42.91,20.87,57.0,7.077,58.81,41.68
1999-11-30,43.88,21.16,57.3,7.223,58.08,40.69
1999-12-01,43.15,21.97,56.65,7.167,59.75,40.99
1999-12-02,42.7,21.27,56.4,7.19,59.5,41.63
1999-12-03,43.66,22.01,60.09,7.056,60.27,42.28
1999-12-06,43.68,21.56,59.3,7.028,61.32,40.99
1999-12-07,44.31,21.3,59.21,6.95,61.64,40.94
1999-12-08,44.05,22.06,58.9,6.589,61.46,42.05
1999-12-09,44.09,20.87,59.4,6.832,62.0,40.79
1999-12-10,44.31,21.15,58.2,6.847,61.28,39.59
1999-12-13,44.34,21.67,57.0,7.082,61.64,39.68
1999-12-14,44.46,21.07,58.75,7.056,61.1,39.79
1999-12-15,43.9,20.49,58.1,6.795,61.55,40.36
1999-12-16,44.41,20.5,57.9,6.997,61.64,39.79
1999-12-17,42.91,20.52,57.51,6.89,67.63,37.3
1999-12-20,42.58,20.67,60.79,6.921,66.69,38.8
1999-12-21,42.91,20.87,61.3,6.669,69.75,37.55
1999-12-22,43.2,20.37,65.95,6.708,72.28,38.6
1999-12-23,44.05,21.07,67.96,6.795,74.64,38.29
1999-12-27,44.17,21.36,68.86,6.723,76.44,38.78
1999-12-28,43.95,21.24,68.38,6.782,77.51,38.3
1999-12-29,44.36,21.4,68.09,6.725,78.59,39.78
1999-12-30,44.17,21.66,71.0,6.771,80.16,41.12
2000-01-03,44.6,21.2,69.5,6.522,80.03,39.99
2000-01-04,43.37,21.17,67.0,6.325,72.46,37.5
2000-01-05,42.43,20.99,65.25,6.255,70.01,35.92
2000-01-06,40.98,20.37,61.0,6.434,69.21,37.3
2000-01-07,41.49,20.62,64.74,6.434,69.21,39.29
2000-01-10,41.76,21.75,66.26,6.271,72.13,38.45
2000-01-11,40.21,21.12,66.0,6.176,73.54,38.95
2000-01-12,40.6,21.57,68.0,6.385,76.78,38.1
2000-01-13,40.5,21.01,68.0,6.225,81.47,37.85
2000-01-14,41.23,21.77,71.3,6.532,84.72,39.48
2000-01-17,40.86,21.86,73.26,6.418,83.81,38.85
2000-01-18,39.78,21.59,69.9,6.344,80.39,36.81
2000-01-19,40.67,20.67,69.25,6.565,79.31,36.91
2000-01-20,39.61,20.56,69.25,6.953,79.85,36.82
2000-01-21,38.86,20.85,66.85,7.002,78.05,36.56
2000-01-24,39.2,21.07,64.4,6.798,77.33,36.01
2000-01-25,38.6,20.87,66.01,6.632,75.7,34.67
2000-01-26,38.48,20.67,70.7,6.457,75.7,36.81
2000-01-27,38.94,21.05,75.5,6.504,75.88,37.8
2000-01-28,40.0,20.67,71.9,6.584,76.06,38.3
2000-01-31,39.18,20.37,69.4,6.687,74.08,38.3
2000-02-01,39.39,20.87,75.0,6.738,74.08,38.6
2000-02-02,38.77,20.87,74.3,6.692,77.33,39.59
2000-02-03,38.65,20.83,83.7,6.684,79.47,39.29
2000-02-04,38.55,20.87,85.4,6.593,79.49,38.8
2000-02-07,37.46,20.58,80.6,6.532,78.86,38.8
2000-02-08,37.54,20.72,88.2,6.695,80.75,39.04
2000-02-09,36.52,19.93,92.5,6.769,77.49,38.4
2000-02-10,36.43,20.03,92.0,6.622,70.69,39.29
2000-02-11,37.78,19.78,89.1,6.467,73.77,38.8
2000-02-14,37.61,19.38,87.3,6.627,73.63,39.29
2000-02-15,37.37,19.63,84.0,6.495,71.68,39.54
2000-02-16,38.24,20.46,85.0,6.71,72.28,40.79
2000-02-17,40.6,20.46,87.0,6.935,71.2,42.78
2000-02-18,40.19,20.13,89.0,6.707,67.81,42.68
2000-02-21,39.27,20.47,87.49,6.601,65.97,41.18
2000-02-22,38.62,19.59,85.59,6.472,65.34,40.69
2000-02-23,39.56,19.68,87.5,6.842,65.61,40.78
2000-02-24,40.12,19.99,90.0,6.717,67.38,40.49
2000-02-25,39.68,19.51,90.0,7.058,70.96,40.29
2000-02-28,39.15,19.08,85.0,6.762,69.41,39.94
2000-02-29,39.54,19.58,86.1,6.684,69.48,39.78
2000-03-01,40.41,18.88,91.99,6.927,69.16,40.29
2000-03-02,39.95,18.66,99.38,7.037,68.31,40.79
2000-03-03,41.61,19.49,102.9,7.063,65.79,41.68
2000-03-06,43.3,19.3,103.5,7.048,64.26,41.38
2000-03-07,43.52,19.88,100.85,6.816,67.59,41.38
2000-03-08,42.43,20.08,95.5,6.881,67.0,40.49
2000-03-09,41.01,20.11,95.4,6.981,69.02,39.79
2000-03-10,41.03,19.66,97.75,7.033,75.16,39.48
2000-03-13,40.21,19.07,92.25,6.797,78.95,37.8
2000-03-14,40.26,18.96,88.1,7.038,80.07,39.49
2000-03-15,40.55,20.16,81.89,7.033,78.41,39.29
2000-03-16,41.32,20.33,84.2,7.355,78.5,41.78
2000-03-17,40.98,20.35,86.5,7.716,77.69,39.54
2000-03-20,40.79,20.37,91.3,7.569,74.96,38.9
2000-03-21,40.74,20.62,88.99,7.789,73.18,40.19
2000-03-22,40.62,20.49,86.8,7.575,73.72,40.79
2000-03-23,40.26,20.37,85.0,7.535,73.45,39.78
2000-03-24,40.26,19.85,89.4,7.626,77.15,39.05
2000-03-27,40.77,20.37,88.0,7.706,77.69,38.99
2000-03-28,40.5,20.27,91.6,7.636,77.76,38.5
2000-03-29,40.29,20.33,89.5,7.673,77.9,38.97
2000-03-30,40.31,19.53,83.3,7.587,75.7,38.35
2000-03-31,39.78,19.86,84.0,7.621,78.8,39.64
2000-04-03,40.38,20.04,75.45,7.366,77.69,39.44
2000-04-04,43.73,21.82,74.0,7.233,79.31,40.03
2000-04-05,42.48,20.1,75.0,7.298,77.69,40.15
2000-04-06,42.82,20.02,78.53,7.456,77.72,39.79
2000-04-07,42.29,20.24,79.0,7.358,77.87,39.92
2000-04-10,42.91,20.24,80.4,7.18,77.15,41.48
2000-04-11,43.81,20.2,76.5,7.159,77.29,39.16
2000-04-12,43.2,19.87,73.2,7.27,78.23,41.78
2000-04-13,44.36,20.34,74.63,7.329,77.96,42.73
2000-04-14,44.22,20.37,70.01,7.371,77.51,41.68
2000-04-17,42.46,20.57,71.0,7.174,77.47,41.48
2000-04-18,42.53,20.08,72.6,7.195,77.54,40.31
2000-04-19,42.17,20.96,70.99,7.144,76.87,42.78
2000-04-20,42.19,21.37,73.3,7.255,79.13,44.57
2000-04-25,43.78,21.17,71.74,7.463,80.84,43.77
2000-04-26,43.81,21.85,74.2,7.548,85.8,40.89
2000-04-27,43.08,22.38,70.0,7.405,81.83,40.49
2000-04-28,42.87,22.55,71.39,7.634,83.2,40.84
2000-05-02,43.37,22.66,75.0,7.665,84.86,42.02
2000-05-03,43.15,22.12,69.8,7.626,82.55,42.28
2000-05-04,43.15,21.39,66.73,7.717,82.84,42.79
2000-05-05,43.03,21.7,69.9,7.649,82.48,42.73
2000-05-08,43.03,21.23,67.0,7.588,81.47,43.06
2000-05-09,43.28,22.2,62.5,7.481,82.01,43.27
2000-05-10,44.07,22.22,60.81,7.541,81.72,43.67
2000-05-11,45.54,22.36,65.2,7.716,81.29,44.83
2000-05-12,46.34,22.0,65.1,7.727,83.13,43.27
2000-05-15,46.29,22.86,62.01,7.721,82.41,43.77
2000-05-16,47.61,23.37,66.15,7.755,85.24,44.07
2000-05-17,47.08,23.02,62.2,7.539,85.27,43.77
2000-05-18,46.34,22.58,60.56,7.753,84.59,44.57
2000-05-19,46.39,21.88,55.8,7.448,81.47,43.27
2000-05-22,45.71,21.5,56.15,7.515,80.39,45.01
2000-05-23,45.73,21.19,58.7,7.528,80.95,44.77
2000-05-24,45.54,21.02,56.6,7.574,80.57,46.51
2000-05-25,46.29,20.99,61.0,7.833,80.57,44.77
2000-05-26,45.04,21.12,62.15,7.864,80.68,45.11
2000-05-29,46.02,21.22,62.42,7.846,80.26,45.95
2000-05-30,46.07,21.56,65.0,7.791,79.27,45.65
2000-05-31,46.65,20.98,66.5,7.755,78.8,46.51
2000-06-01,47.16,21.6,68.5,7.822,79.22,45.49
2000-06-02,47.59,22.04,73.0,7.827,81.65,45.21
2000-06-05,48.41,21.63,71.79,7.66,81.47,44.27
2000-06-06,47.9,21.43,71.44,7.427,81.11,43.77
2000-06-07,48.36,23.28,67.74,7.505,81.63,42.78
2000-06-08,47.88,23.56,67.65,7.404,79.31,42.35
2000-06-09,47.74,23.77,65.99,7.386,79.25,43.55
2000-06-13,47.83,23.26,66.16,7.332,78.5,44.47
2000-06-14,49.23,23.5,68.1,7.417,78.51,44.77
2000-06-15,48.99,23.58,67.75,7.321,78.3,43.72
2000-06-16,47.35,22.98,68.06,7.35,77.42,45.34
2000-06-19,47.69,23.47,65.8,7.229,76.78,46.16
2000-06-20,47.64,23.16,65.9,7.268,76.75,47.05
2000-06-21,47.01,23.01,63.5,7.321,76.6,46.61
2000-06-22,46.67,23.35,64.09,7.223,78.39,46.26
2000-06-23,46.41,22.86,63.5,7.308,80.66,48.04
2000-06-26,47.01,22.86,63.54,7.309,81.98,48.25
2000-06-27,45.85,22.46,63.5,7.383,81.43,49.59
2000-06-28,48.22,21.77,63.59,7.587,81.9,51.73
2000-06-29,48.94,21.81,58.7,7.574,80.39,49.24
2000-06-30,48.6,21.87,59.8,7.641,77.85,49.64
2000-07-03,49.66,21.67,58.5,7.556,78.54,50.73
2000-07-04,49.28,21.77,56.0,7.397,77.46,49.94
2000-07-05,50.1,20.83,57.45,7.383,78.23,49.79
2000-07-06,50.63,19.78,58.45,7.35,77.87,48.05
2000-07-07,50.82,19.38,61.14,7.304,79.49,49.89
2000-07-10,51.59,17.39,61.35,7.296,79.22,50.04
2000-07-11,51.06,18.09,59.81,7.272,80.84,50.24
2000-07-12,49.95,18.34,57.93,7.246,80.98,49.94
2000-07-13,48.7,17.87,59.35,7.257,80.93,48.5
2000-07-17,49.42,17.5,60.68,7.281,82.01,48.4
2000-07-18,49.37,17.84,60.99,7.278,80.84,49.94
2000-07-19,49.76,17.75,60.4,7.299,79.98,48.99
2000-07-20,50.34,17.88,57.17,7.299,82.55,52.38
2000-07-21,49.47,17.99,55.27,7.229,82.01,51.78
2000-07-24,49.28,18.23,48.79,7.231,82.46,52.13
2000-07-25,49.95,17.99,49.9,7.216,82.91,53.22
2000-07-26,50.39,18.09,51.09,7.214,82.73,54.12
2000-07-27,50.24,18.13,49.44,7.188,85.48,54.76
2000-07-28,50.72,18.01,47.15,7.211,83.23,56.9
2000-07-31,51.35,17.99,47.01,7.219,84.58,57.25
2000-08-01,51.26,17.88,46.74,7.102,85.44,58.24
2000-08-02,52.07,17.74,45.55,7.027,86.52,56.45
2000-08-03,49.81,17.69,45.29,6.97,84.35,54.41
2000-08-04,51.21,17.89,45.72,7.03,83.77,55.21
2000-08-07,51.16,17.72,46.36,7.025,85.26,57.2
2000-08-08,52.07,18.08,44.74,6.978,86.97,57.7
2000-08-09,52.07,18.13,46.7,7.066,86.7,56.75
2000-08-10,51.06,17.89,48.65,7.05,86.92,57.15
2000-08-11,51.06,17.89,48.35,7.051,86.11,56.21
2000-08-14,51.45,17.96,49.6,7.037,86.25,54.71
2000-08-16,52.7,17.84,46.95,7.073,86.61,55.11
2000-08-17,52.22,17.49,47.19,7.115,85.17,54.27
2000-08-18,51.98,17.42,46.03,7.303,83.45,53.47
2000-08-21,52.46,17.34,43.67,7.294,80.89,54.61
2000-08-22,52.8,17.09,42.05,7.35,80.75,56.9
2000-08-23,52.56,16.05,42.4,7.386,81.11,55.61
2000-08-24,52.17,16.15,43.37,7.371,80.66,55.46
2000-08-25,51.83,17.94,44.3,7.443,82.42,58.39
2000-08-28,51.54,17.71,44.85,7.388,81.7,57.2
2000-08-29,51.5,17.28,44.69,7.427,81.29,57.7
2000-08-30,50.58,17.09,43.41,7.396,79.67,56.85
2000-08-31,49.91,17.83,43.25,7.309,78.77,54.61
2000-09-01,50.0,17.88,46.2,7.361,81.29,57.25
2000-09-04,49.76,18.4,49.01,7.265,80.48,56.26
2000-09-05,50.39,18.59,47.07,7.159,81.79,59.79
2000-09-06,50.29,18.14,46.56,7.1,79.35,58.05
2000-09-07,50.53,18.93,45.71,7.386,80.34,58.1
2000-09-08,49.91,18.93,44.65,7.26,78.41,55.96
2000-09-11,50.97,19.02,42.81,7.068,77.51,54.96
2000-09-12,50.92,19.25,42.41,7.123,80.57,56.8
2000-09-13,50.15,19.02,42.31,7.125,79.31,56.21
2000-09-14,49.37,19.02,43.0,7.148,80.21,57.6
2000-09-15,49.42,19.13,43.24,7.05,77.55,56.3
2000-09-18,48.99,19.08,42.04,7.009,75.7,55.51
2000-09-19,48.89,18.29,42.16,7.014,76.96,56.9
2000-09-20,48.1,17.94,39.8,7.115,77.51,54.71
2000-09-21,46.87,17.29,39.25,7.205,75.7,54.46
2000-09-22,45.85,17.72,38.65,7.164,76.2,57.2
2000-09-25,47.06,17.69,40.08,7.094,75.16,57.2
2000-09-26,48.07,17.51,38.4,7.112,74.94,57.7
2000-09-27,48.1,18.57,38.7,7.108,76.69,59.19
2000-09-28,48.22,19.19,39.62,7.21,76.87,59.69
2000-09-29,48.17,19.73,38.97,7.148,77.1,60.58
2000-10-02,49.23,19.93,39.6,7.201,77.1,61.08
2000-10-04,48.19,21.07,40.14,7.309,76.69,62.07
2000-10-05,48.1,21.78,40.16,7.424,76.74,60.68
2000-10-06,48.36,21.88,38.3,7.412,75.84,60.88
2000-10-09,46.53,20.18,37.51,7.2,73.09,61.48
2000-10-10,46.1,20.43,37.18,7.149,75.16,60.73
2000-10-11,42.91,20.67,36.51,7.293,74.08,61.08
2000-10-12,43.3,20.78,35.9,7.19,75.07,59.19
2000-10-13,43.97,20.33,37.59,7.259,73.45,60.43
2000-10-16,43.9,21.12,38.38,7.164,73.54,60.13
2000-10-17,44.75,21.87,37.38,7.161,72.41,61.68
2000-10-18,44.38,21.42,37.3,7.197,71.2,60.48
2000-10-19,44.94,22.19,38.25,7.11,72.46,59.69
2000-10-20,44.84,21.2,38.3,7.082,73.36,58.44
2000-10-23,45.42,20.56,39.5,7.123,73.18,60.48
2000-10-24,46.53,20.97,42.2,7.123,75.52,60.98
2000-10-25,46.6,21.62,41.35,7.118,74.85,62.47
2000-10-26,45.64,23.56,42.2,7.118,75.03,62.42
2000-10-27,45.32,23.38,45.11,7.084,76.11,61.18
2000-10-30,46.6,23.85,44.01,7.066,76.51,62.17
2000-10-31,48.99,23.85,44.25,7.12,77.51,61.68
2000-11-01,48.89,24.0,42.49,7.102,78.05,61.28
2000-11-02,49.28,23.37,42.21,7.105,76.92,62.12
2000-11-03,48.94,23.37,41.23,7.014,77.96,62.67
2000-11-06,48.22,23.26,41.49,7.035,78.45,61.93
2000-11-07,48.22,23.28,41.9,7.023,77.33,62.17
2000-11-08,48.7,23.85,41.64,7.05,77.51,62.52
2000-11-09,48.6,23.83,40.18,7.246,76.78,64.66
2000-11-10,47.66,24.03,38.95,7.113,75.34,65.95
2000-11-13,47.54,24.4,38.03,7.058,72.55,65.51
2000-11-14,47.76,24.19,40.95,7.161,73.31,65.85
2000-11-15,47.59,24.75,41.29,7.141,73.9,68.14
2000-11-16,44.84,24.65,40.25,7.058,73.45,68.14
2000-11-17,44.77,24.24,39.29,7.077,72.55,67.7
2000-11-20,44.34,23.97,37.75,7.068,71.33,65.66
2000-11-21,44.46,24.13,38.79,7.18,73.0,65.66
2000-11-22,42.58,23.41,37.76,7.167,72.55,65.46
2000-11-23,42.89,23.04,38.84,7.115,70.43,67.45
2000-11-24,43.9,22.95,40.0,7.073,71.2,66.6
2000-11-27,43.93,23.11,40.07,7.079,73.0,65.46
2000-11-28,43.59,23.52,38.85,7.046,72.19,66.8
2000-11-29,43.59,23.87,38.43,7.095,71.65,67.5
2000-11-30,42.82,23.95,36.11,7.061,68.49,69.63
2000-12-01,43.64,23.48,37.34,6.994,65.79,66.45
2000-12-04,42.67,23.19,35.98,6.958,63.85,65.66
2000-12-05,43.18,23.65,37.19,6.986,64.89,67.25
2000-12-06,43.76,23.04,37.19,6.828,65.43,62.42
2000-12-07,44.67,21.87,36.75,6.601,65.07,63.17
2000-12-08,44.31,22.62,36.98,6.596,66.24,61.03
2000-12-11,45.98,23.04,39.59,6.588,69.03,63.37
2000-12-12,46.48,21.37,40.25,6.563,69.39,62.67
2000-12-13,46.22,20.67,38.9,6.557,66.78,61.48
2000-12-14,44.36,20.46,37.76,6.558,65.38,61.68
2000-12-15,45.2,20.33,36.56,6.535,62.95,61.53
2000-12-18,44.77,21.07,35.63,6.548,66.01,60.58
2000-12-19,45.61,21.83,36.85,6.558,66.69,61.78
2000-12-20,43.35,22.73,34.99,6.506,62.27,62.67
2000-12-21,43.4,22.3,32.75,6.596,60.65,64.96
2000-12-22,43.88,23.26,32.88,6.764,60.83,66.15
2000-12-27,44.17,23.6,32.15,6.912,64.39,67.25
2000-12-28,44.6,23.71,31.48,6.932,64.08,67.94
2000-12-29,45.08,23.52,32.1,6.739,63.54,70.63
2001-01-02,44.94,23.35,31.2,6.637,62.73,68.84
2001-01-03,44.07,23.05,33.92,6.663,61.73,67.89
2001-01-04,45.61,23.06,34.01,6.767,61.73,64.16
2001-01-05,46.12,21.77,34.8,6.659,59.53,62.07
2001-01-08,45.81,22.66,33.83,6.387,58.58,61.58
2001-01-09,45.85,21.87,33.3,6.423,58.26,59.49
2001-01-10,46.39,22.24,33.6,6.372,56.55,59.49
2001-01-11,47.74,22.51,34.76,6.32,57.77,58.29
2001-01-12,48.65,22.11,37.14,6.415,60.83,55.76
2001-01-15,48.46,22.16,37.59,6.467,60.97,56.9
2001-01-16,48.12,22.46,36.8,6.498,61.51,57.1
2001-01-17,48.36,23.07,37.92,6.426,64.75,58.99
2001-01-18,47.71,23.31,38.35,6.442,65.16,58.79
2001-01-19,46.48,22.86,38.75,6.385,65.34,56.95
2001-01-22,47.88,22.25,36.73,6.452,64.62,59.44
2001-01-23,47.59,22.91,37.0,6.442,65.7,58.15
2001-01-24,47.49,23.63,35.84,6.478,62.64,56.8
2001-01-25,46.7,23.51,35.02,6.545,64.44,60.18
2001-01-26,46.82,22.99,35.1,6.708,62.82,61.43
2001-01-29,46.65,22.86,35.85,6.674,64.53,59.19
2001-01-30,47.71,23.01,36.15,6.593,64.39,60.68
2001-01-31,47.93,22.86,35.99,6.504,63.36,61.58
2001-02-01,47.16,23.1,35.17,6.47,63.09,59.69
2001-02-02,47.01,23.17,34.1,6.442,61.55,58.64
2001-02-05,46.43,23.26,33.72,6.472,61.55,60.68
2001-02-06,46.36,23.36,34.37,6.477,61.46,61.53
2001-02-07,46.29,23.01,33.0,6.379,61.51,61.68
2001-02-08,46.31,23.01,33.26,6.367,61.01,62.87
2001-02-09,46.75,22.67,31.31,6.323,60.25,62.67
2001-02-12,46.82,22.86,32.07,6.454,61.06,63.67
2001-02-13,47.25,22.81,30.54,6.482,60.65,64.26
2001-02-14,46.72,22.38,28.74,6.413,59.75,64.06
2001-02-15,46.17,22.36,28.45,6.307,62.95,62.97
2001-02-16,45.04,22.17,26.5,6.284,60.38,62.77
2001-02-19,45.23,21.37,27.0,6.26,61.28,63.52
2001-02-20,45.18,21.75,26.75,6.176,60.56,62.52
2001-02-21,44.29,21.55,25.19,6.204,59.8,63.17
2001-02-22,42.72,22.18,25.27,6.214,59.8,62.67
2001-02-23,42.29,22.11,24.55,6.096,59.08,59.74
2001-02-26,42.58,22.61,26.39,6.15,60.7,61.33
2001-02-27,43.23,22.47,26.94,6.067,61.28,60.18
2001-02-28,42.82,22.36,26.45,6.119,60.16,58.69
2001-03-01,42.43,22.36,26.15,6.145,58.67,57.2
2001-03-02,41.25,21.92,27.59,6.08,57.72,59.19
2001-03-05,42.14,22.43,27.98,6.111,57.23,60.18
2001-03-06,42.24,22.36,28.69,6.178,57.86,59.14
2001-03-07,44.29,22.65,28.71,6.214,56.96,60.08
2001-03-08,45.81,23.26,27.52,6.127,57.77,56.75
2001-03-09,45.28,23.32,26.9,6.161,55.74,56.06
2001-03-12,44.07,22.96,25.33,6.041,52.72,55.96
2001-03-13,43.88,22.76,26.08,5.946,51.82,55.71
2001-03-14,42.72,22.35,25.1,5.742,50.69,55.21
2001-03-15,43.64,21.37,26.7,5.628,50.2,56.21
2001-03-16,43.11,22.66,25.99,5.484,50.06,53.12
2001-03-19,42.99,21.61,25.31,5.67,48.31,56.9
2001-03-20,44.02,20.09,26.62,5.771,51.05,59.69
2001-03-21,43.01,19.48,25.22,5.959,50.02,60.48
2001-03-22,40.98,19.08,24.15,5.742,47.49,57.3
2001-03-23,42.07,18.81,24.9,5.874,48.44,59.34
2001-03-26,43.2,18.78,25.96,5.856,50.74,57.95
2001-03-27,45.01,19.93,28.2,5.922,53.53,59.34
2001-03-28,44.55,19.94,26.9,5.833,52.18,59.19
2001-03-29,45.25,20.32,27.32,5.944,52.27,60.43
2001-03-30,45.95,20.88,26.75,6.063,51.37,62.87
2001-04-02,46.17,20.66,26.35,6.054,52.05,62.87
2001-04-03,44.7,20.29,25.09,6.01,49.61,61.18
2001-04-04,45.08,20.28,26.4,6.287,50.47,63.57
2001-04-05,45.73,19.54,27.2,6.222,51.28,64.46
2001-04-06,45.57,19.38,26.21,6.157,51.73,65.46
2001-04-09,45.47,19.88,26.84,6.238,53.17,64.81
2001-04-10,46.1,20.18,29.19,6.273,54.84,65.76
2001-04-11,46.79,20.37,28.4,6.32,54.66,65.06
2001-04-12,46.87,20.42,28.64,6.317,53.49,63.17
2001-04-17,46.67,19.98,27.59,6.304,53.35,63.17
2001-04-18,47.35,20.62,30.3,6.188,56.78,62.92
2001-04-19,48.36,20.08,30.1,6.023,55.88,61.48
2001-04-20,47.74,19.78,29.46,5.982,54.93,61.38
2001-04-23,46.92,19.68,28.8,5.961,54.52,61.08
2001-04-24,46.77,19.98,29.2,6.047,55.43,60.83
2001-04-25,46.92,19.48,28.79,6.117,56.01,61.68
2001-04-26,47.69,19.98,27.9,6.091,58.58,64.71
2001-04-27,48.17,20.5,28.49,6.103,61.42,65.71
2001-04-30,48.31,20.37,29.2,6.023,62.73,67.25
2001-05-02,47.25,20.03,28.4,5.992,61.87,66.05
2001-05-03,46.65,19.64,27.0,6.055,59.84,65.66
2001-05-04,46.53,19.81,27.5,5.967,60.88,66.25
2001-05-07,46.34,19.99,27.56,5.967,62.05,66.15
2001-05-08,46.24,19.93,26.8,6.002,61.69,66.75
2001-05-09,45.83,19.87,26.2,5.988,61.46,68.14
2001-05-10,48.12,21.12,26.58,6.028,63.63,69.63
2001-05-11,48.22,21.57,26.15,5.899,62.64,69.63
2001-05-15,48.65,22.52,25.73,5.925,58.13,71.08
2001-05-16,49.66,22.85,25.93,5.917,57.59,70.98
2001-05-17,50.34,22.86,25.81,5.866,59.39,71.28
2001-05-18,49.66,23.13,25.53,5.886,60.38,71.62
2001-05-21,50.53,23.43,26.05,5.845,60.43,72.12
2001-05-22,50.63,23.69,26.86,5.904,63.0,73.02
2001-05-23,50.58,23.8,26.5,5.872,61.78,72.37
2001-05-25,49.81,22.76,26.75,5.935,61.1,71.38
2001-05-28,49.66,22.76,26.3,5.98,61.51,72.82
2001-05-29,49.66,22.76,25.55,6.106,60.61,71.52
2001-05-30,49.57,22.28,23.81,6.067,60.65,70.98
2001-05-31,49.42,23.08,24.6,6.13,60.38,72.12
2001-06-01,49.28,23.73,25.15,6.083,59.44,71.43
2001-06-05,49.76,23.9,24.58,5.988,60.11,72.67
2001-06-06,50.05,23.7,23.3,5.962,59.93,71.97
2001-06-07,50.1,24.65,23.45,6.073,59.08,72.52
2001-06-08,50.24,23.86,23.61,6.062,59.12,71.38
2001-06-11,48.7,23.95,23.78,6.113,59.35,71.18
2001-06-12,48.02,23.4,23.84,6.184,57.81,70.83
2001-06-13,49.13,23.52,24.79,6.349,58.62,69.73
2001-06-14,48.8,23.11,24.26,6.282,57.32,70.73
2001-06-15,48.22,22.67,24.0,6.39,55.79,70.63
2001-06-18,47.54,22.08,23.6,6.238,54.97,71.23
2001-06-19,48.02,22.86,23.89,6.181,55.29,73.56
2001-06-20,47.93,22.34,24.26,6.087,54.03,76.6
2001-06-21,48.31,23.11,25.26,6.005,53.35,76.0
2001-06-22,49.04,22.87,25.05,5.979,53.98,76.8
2001-06-25,49.66,22.11,24.6,6.043,54.03,75.6
2001-06-26,49.33,21.86,24.35,5.929,53.13,74.66
2001-06-27,49.37,21.44,24.2,6.016,53.8,74.31
2001-06-28,50.34,21.47,25.85,6.087,54.07,76.6
2001-06-29,49.57,21.62,26.92,6.099,53.62,77.1
2001-07-02,50.53,21.96,27.56,6.084,53.17,76.95
2001-07-03,50.19,22.25,27.11,6.161,53.17,73.86
2001-07-04,50.34,22.63,27.0,6.161,50.47,73.61
2001-07-05,50.1,22.86,27.07,6.195,50.87,72.62
2001-07-06,48.41,22.59,26.1,6.08,47.77,72.67
2001-07-09,48.7,22.32,26.22,6.09,51.37,74.11
2001-07-10,48.46,21.83,26.21,5.988,50.11,72.42
2001-07-11,47.45,21.67,26.0,5.992,50.2,71.77
2001-07-12,48.17,21.6,26.65,5.96,51.46,71.72
2001-07-13,48.22,21.56,26.78,6.069,52.09,72.62
2001-07-16,48.12,21.66,26.06,6.19,52.41,72.12
2001-07-17,47.88,21.67,25.92,6.118,51.73,70.63
2001-07-18,46.77,21.67,25.25,6.136,50.87,68.99
2001-07-19,47.25,21.47,25.45,6.292,51.91,69.63
2001-07-20,47.01,21.27,25.51,6.275,51.55,69.63
2001-07-23,46.99,21.17,25.3,6.205,51.46,69.83
2001-07-24,46.77,21.18,24.4,6.217,50.65,68.89
2001-07-25,46.24,21.54,23.92,6.084,50.29,66.2
2001-07-26,46.1,22.01,24.38,6.163,50.92,66.85
2001-07-27,46.63,22.86,25.16,6.227,51.64,69.78
2001-07-30,47.49,22.38,25.75,6.351,54.21,68.74
2001-07-31,47.88,22.56,25.45,6.461,54.52,71.43
2001-08-01,47.93,22.46,24.36,6.535,52.63,71.72
2001-08-02,48.22,22.86,23.96,6.415,53.26,70.28
2001-08-03,48.51,22.68,23.8,6.375,52.36,68.99
2001-08-06,48.27,22.5,24.21,6.436,52.72,69.59
2001-08-07,48.46,21.37,23.37,6.497,53.13,68.49
2001-08-08,48.51,20.97,21.25,6.565,51.82,66.8
2001-08-09,48.27,21.12,20.3,6.517,50.56,66.15
2001-08-10,47.74,21.37,19.37,6.414,50.15,67.15
2001-08-13,47.93,20.2,19.1,6.414,50.51,68.64
2001-08-14,48.75,19.88,19.9,6.353,51.6,68.84
2001-08-16,49.13,19.48,18.0,6.287,50.15,73.37
2001-08-17,48.55,18.96,17.38,6.267,49.57,71.23
